Time,X,Y,Z,Zrange,Gas1L,Gas1R
1990,0.0077718473,0.0065428070,0.0551184379,19,18996,18808
2000,0.0043735676,0.0069235037,0.0509999283,19,18996,18808
2010,0.0082714707,0.0060129445,0.0685178116,19,18996,18808
2020,0.0075270529,0.0067509646,0.0707041398,19,18996,18808
2030,0.0071281400,0.0076202769,0.0542293787,19,18996,18808
2040,0.0100847548,0.0068022632,0.0569242574,19,18996,18808
2050,0.0083240634,0.0066585066,0.0667050257,19,18996,18808
2060,0.0068782805,0.0074600023,0.0659733787,19,18996,18808
2070,0.0087661566,0.0073578483,0.0728930086,19,18996,18808
2080,0.0077392324,0.0073435628,0.0544161312,18,18996,18808
2090,0.0071918159,0.0055365404,0.0545498356,18,18996,18808
2100,0.0077271280,0.0075343642,0.0611677356,18,18996,18808
2110,0.0075241290,0.0064704274,0.0635363534,18,18996,18808
2120,0.0058349604,0.0066815857,0.0456488468,16,18996,18808
2130,0.0083323764,0.0068985671,0.0495964922,16,18996,18812
2140,0.0033720415,0.0075657172,0.0596900098,16,18996,18812
2150,0.0046249288,0.0074439272,0.0718391612,16,18996,18812
2160,0.0022486590,0.0079766586,0.0691288635,19,18996,18812
2170,0.0045303404,0.0088119702,0.0601205006,19,18996,18812
2180,0.0047395113,0.0074602105,0.0622924678,19,18996,18812
2190,0.0031697962,0.0074724713,0.0646480098,19,18996,18812
2200,0.0054622497,0.0074767317,0.0684964433,19,18996,18812
2210,0.0049626455,0.0071833846,0.0508913398,15,18996,18812
2220,0.0023477008,0.0066609331,0.0521442816,15,18996,18812
2230,0.0032758797,0.0074440581,0.0572274774,15,18996,18812
2240,0.0035821924,0.0072312322,0.0575348549,15,18996,18812
2250,0.0071072765,0.0067438958,0.0423726104,19,18996,18812
2260,0.0008233085,0.0079746060,0.0661771297,19,18996,18812
2270,0.0033632298,0.0087561300,0.0816629753,19,18996,18812
2280,0.0041264864,0.0079687210,0.0841061696,19,18996,18812
2290,0.0015948826,0.0077024819,0.0900817364,19,18996,18812
2300,0.0027880748,0.0065169926,0.0649413317,14,18996,18812
2310,0.0019543422,0.0076272534,0.0670669824,14,18996,18812
2320,0.0030305255,0.0074070687,0.0690633357,14,18996,18812
2330,0.0046712821,0.0071228868,0.0678783134,14,18996,18812
2340,0.0047037536,0.0065145981,0.0516684130,20,18996,18812
2350,0.0033601262,0.0065470007,0.0525961630,20,18996,18812
2360,0.0049677729,0.0066242213,0.0540894382,20,18996,18812
2370,0.0043964116,0.0087256450,0.0550964512,20,18996,18812
2380,0.0048616263,0.0076773292,0.0592112802,16,19002,18812
2390,0.0027890024,0.0087898597,0.0436009727,16,19002,18812
2400,0.0045259325,0.0087419609,0.0485731699,16,19002,18812
2410,0.0022940531,0.0075851935,0.0508953109,16,19002,18812
2420,0.0032192220,0.0072603486,0.0539024808,16,19002,18812
2430,0.0050634672,0.0064215278,0.0403620377,20,19002,18812
2440,0.0069069206,0.0079603009,0.0394574814,20,19002,18812
2450,0.0037240144,0.0078880731,0.0523847528,20,19002,18812
2460,0.0042927926,0.0078615360,0.0538770407,20,19002,18812
2470,0.0026591914,0.0084388666,0.0385061875,15,19002,18812
2480,0.0011581505,0.0081604766,0.0353707559,15,19002,18812
2490,0.0019827601,0.0080739213,0.0396574400,15,19002,18812
2500,0.0063581355,0.0079328585,0.0426028445,15,19002,18812
2510,0.0051028877,0.0067701181,0.0537289381,17,19002,18812
2520,0.0023280224,0.0070779067,0.0458073467,17,19002,18812
2530,0.0051589436,0.0072123995,0.0538895056,17,19002,18812
2540,0.0044413772,0.0075253667,0.0563867614,17,19002,18812
2550,0.0042280229,0.0075398600,0.0567185804,17,19002,18812
2560,0.0051988685,0.0085997097,0.0421438850,17,19002,18812
2570,0.0014236993,0.0068427688,0.0486591347,17,19002,18812
2580,0.0023766335,0.0077301497,0.0577005818,17,19002,18812
2590,0.0030665675,0.0064980630,0.0600967556,17,19002,18812
2600,-0.0013867103,0.0082076360,0.0452623889,11,19002,18812
2610,-0.0010103092,0.0085260207,0.0526809879,11,19002,18812
