Time,X,Y,Z,Zrange,Gas1L,Gas1R
1960,0.0231449455,0.1113062128,0.1376750022,130,18260,18091
1970,0.0229597650,0.1147297770,0.1388199180,130,18260,18091
1980,0.0230055638,0.1151712164,0.1393074691,130,18260,18091
1990,0.0226417296,0.1163447723,0.1393091083,131,18260,18091
2000,0.0229320787,0.1153455898,0.1356023550,131,18260,18091
2010,0.0224510264,0.1158859283,0.1358102560,131,18260,18091
2020,0.0233149007,0.1154327691,0.1362364143,131,18260,18091
2030,0.0232206155,0.1155061647,0.1364497244,131,18260,18089
2040,0.0220738892,0.1140021756,0.1307102889,125,18260,18089
2050,0.0219313856,0.1135574430,0.1304261088,125,18260,18089
2060,0.0229091849,0.1140031293,0.1304759979,125,18260,18089
2070,0.0226095524,0.1136074066,0.1302284002,125,18260,18089
2080,0.0220116787,0.1141623184,0.1285320222,128,18260,18089
2090,0.0231703278,0.1145040914,0.1283464432,128,18260,18089
2100,0.0231222585,0.1145469993,0.1281269938,128,18260,18089
2110,0.0239351336,0.1144465432,0.1276233941,128,18260,18089
2120,0.0233476888,0.1152871400,0.1281719655,128,18260,18089
2130,0.0230243318,0.1134586036,0.1252381355,124,18260,18089
2140,0.0230063275,0.1137026250,0.1250805259,124,18260,18089
2150,0.0230415259,0.1144386530,0.1249678284,124,18260,18089
2160,0.0234098397,0.1132853702,0.1245628670,124,18260,18089
2170,0.0240758918,0.1126649603,0.1219459772,121,18260,18089
2180,0.0239939205,0.1135931760,0.1220025048,121,18260,18089
2190,0.0236420594,0.1131462827,0.1215510443,121,18260,18089
2200,0.0243619401,0.1129775643,0.1212122962,121,18260,18089
2210,0.0243522823,0.1127606779,0.1207424775,127,18260,18089
2220,0.0247923620,0.1128370464,0.1218589097,127,18260,18089
2230,0.0245386101,0.1124875247,0.1214246675,127,18260,18089
2240,0.0251796860,0.1123898327,0.1212578863,127,18260,18089
2250,0.0250669476,0.1121995151,0.1208863109,127,18260,18089
2260,0.0254993830,0.1124116406,0.1226313859,128,18260,18089
2270,0.0258764233,0.1125920787,0.1224428639,128,18260,18089
2280,0.0256655365,0.1127090082,0.1222051755,128,18052,18089
2290,0.0253845304,0.1128022075,0.1219034716,128,18052,18089
2300,0.0256096497,0.1130089536,0.1217212379,124,18052,18089
2310,0.0282150414,0.1109784767,0.1220900789,124,18052,18089
2320,0.0280916467,0.1123958603,0.1237250865,124,18052,18089
2330,0.0285922084,0.1113135740,0.1237818226,124,18052,18089
2340,0.0290111396,0.1115697399,0.1238850504,124,18052,18089
2350,0.0288147796,0.1114559621,0.1227772236,123,18052,18089
2360,0.0288476199,0.1113779768,0.1227663830,123,18052,18089
2370,0.0287213586,0.1126792878,0.1226104721,123,18052,18089
2380,0.0281879455,0.1134454831,0.1220280081,123,18052,18089
2390,0.0278926995,0.1130460650,0.1204935759,119,18052,18089
2400,0.0281905439,0.1132026240,0.1204874665,119,18052,18089
2410,0.0292448718,0.1128642336,0.1207087189,119,18052,18089
2420,0.0292928051,0.1126379818,0.1207496300,119,18052,18089
2430,0.0289760381,0.1130173802,0.1209429279,119,18052,18089
2440,0.0285006166,0.1124518886,0.1193963215,119,18052,18089
2450,0.0284123961,0.1127885729,0.1193916127,119,18052,18089
2460,0.0282129683,0.1126240939,0.1193002909,119,18052,18089
2470,0.0279807001,0.1141530722,0.1195634007,119,18052,18089
2480,0.0288315602,0.1142184809,0.1197946966,121,18052,18089
2490,0.0283234771,0.1150108799,0.1196549237,121,18052,18089
2500,0.0286903623,0.1148075089,0.1198619753,121,18052,18089
2510,0.0289141852,0.1146628708,0.1196899191,121,18052,18089
2520,0.0294579044,0.1147336960,0.1193972602,118,18052,18089
2530,0.0294306781,0.1147011295,0.1179386526,118,18052,18073
2540,0.0292085577,0.1147863194,0.1177754104,118,18052,18073
2550,0.0292950515,0.1149629503,0.1175055355,118,18052,18073
2560,0.0288960673,0.1150665954,0.1173388436,118,18052,18073
2570,0.0287607759,0.1155898422,0.1175669953,120,18052,18073
2580,0.0298962519,0.1160340756,0.1174049005,120,18052,18073
2590,0.0303751398,0.1162846312,0.1170513481,120,18052,18073
2600,0.0305828899,0.1164808720,0.1168496534,120,18052,18073
2610,0.0300169140,0.1163208038,0.1148183867,113,18052,18073
2620,0.0293977018,0.1172489747,0.1142995134,113,18052,18073
2630,0.0297444947,0.1170962304,0.1144888401,113,18052,18073
2640,0.0300079472,0.1171948314,0.1143238768,113,18052,18073
2650,0.0303129125,0.1175761446,0.1140717492,115,18052,18073
2660,0.0302991886,0.1178377867,0.1136328354,115,18052,18073
2670,0.0303931981,0.1177960113,0.1135286763,115,18052,18073
2680,0.0310510341,0.1178979576,0.1134316400,115,18052,18073
2690,0.0316183604,0.1179404631,0.1131769717,115,18052,18073
2700,0.0307044126,0.1188335866,0.1127604023,113,18052,18073
2710,0.0314398855,0.1188788339,0.1128958315,113,18052,18073
2720,0.0321713164,0.1189405099,0.1126727983,113,18052,18073
2730,0.0320345685,0.1191449314,0.1126695648,113,18052,18073
2740,0.0322322287,0.1191693023,0.1124452278,115,18052,18073
2750,0.0323041193,0.1192552522,0.1127398461,115,18052,18073
2760,0.0323750265,0.1196705550,0.1126537994,115,18052,18073
2770,0.0322721489,0.1197158471,0.1124269292,115,18052,18073
2780,0.0323501006,0.1198183522,0.1122072116,115,17573,18073
2790,0.0324288942,0.1198951229,0.1111714840,111,17573,18073
2800,0.0330312401,0.1201954037,0.1108361185,111,17573,18073
2810,0.0332580432,0.1202692464,0.1105200648,111,17573,18073
2820,0.0333630964,0.1206798851,0.1102199182,111,17573,18073
2830,0.0338704027,0.1206428409,0.1102510989,112,17573,18073
2840,0.0342168100,0.1209506243,0.1098701879,112,17573,18073
2850,0.0340360999,0.1212189198,0.1096620932,112,17573,18073
2860,0.0342629179,0.1210694015,0.1093595847,112,17573,18073
2870,0.0351076610,0.1211595386,0.1090525165,112,17573,18073
2880,0.0351227820,0.1216443330,0.1094746143,112,17573,18073
2890,0.0352459662,0.1217622310,0.1091548949,112,17573,18073
2900,0.0352096818,0.1221153587,0.1087284610,112,17573,18073
2910,0.0354794189,0.1215877458,0.1090585440,112,17573,18073
2920,0.0356447510,0.1220900044,0.1107207239,115,17573,18073
2930,0.0362167396,0.1213933825,0.1109378636,115,17573,18073
2940,0.0361688435,0.1219231337,0.1112358198,115,17573,18073
2950,0.0367661715,0.1209797040,0.1114769727,115,17573,18073
2960,0.0368149057,0.1208488643,0.1107743382,111,17573,18073
2970,0.0371753722,0.1196199283,0.1102830246,111,17573,18073
2980,0.0373362079,0.1197221354,0.1107320115,111,17573,18073
2990,0.0372062251,0.1196877137,0.1109117270,111,17573,18073
3000,0.0368774906,0.1194610149,0.1109114289,111,17573,18073
3010,0.0367357098,0.1188988686,0.1114022285,114,17573,18073
3020,0.0353157111,0.1208958477,0.1122413650,114,17573,18073
3030,0.0361102484,0.1199374050,0.1155475602,114,17573,18045
3040,0.0361782238,0.1200419664,0.1160170361,114,17573,18045
3050,0.0361110866,0.1189202666,0.1143271253,113,17573,18045
3060,0.0360592306,0.1190295145,0.1148676276,113,17573,18045
3070,0.0362253822,0.1193671077,0.1153623462,113,17573,18045
3080,0.0349699333,0.1193702072,0.1151842549,113,17573,18045
3090,0.0345801525,0.1193858162,0.1136150584,112,17573,18045
3100,0.0349781625,0.1178474352,0.1146049351,112,17573,18045
3110,0.0350081585,0.1182377189,0.1153361425,112,17573,18045
3120,0.0344362445,0.1180780604,0.1151301861,112,17573,18045
3130,0.0352013521,0.1174918637,0.1161765307,112,17573,18045
3140,0.0348738879,0.1168202609,0.1134506613,110,17573,18045
3150,0.0345812850,0.1165579483,0.1134138778,110,17573,18045
3160,0.0346581228,0.1161053255,0.1134310737,110,17573,18045
3170,0.0342200324,0.1157754511,0.1133555770,110,17573,18045
3180,0.0336627960,0.1151950508,0.1105336249,107,17573,18045
3190,0.0335822590,0.1145147830,0.1102886349,107,17573,18045
3200,0.0333696008,0.1142296046,0.1103331521,107,17573,18045
3210,0.0331795141,0.1140266284,0.1105053425,107,17573,18045
3221,0.0323942304,0.1137886494,0.1084940210,105,17573,18045
3230,0.0320500880,0.1134088710,0.1083503589,105,17573,18045
3240,0.0312345494,0.1130791456,0.1080561951,105,17573,18045
3250,0.0321598761,0.1121254787,0.1091150120,105,17573,18045
3260,0.0314694382,0.1115083769,0.1091370434,105,17573,18045
3270,0.0316396952,0.1111752018,0.1060628816,101,17573,18045
3280,0.0311738998,0.1099225655,0.1058527380,101,17267,18045
3290,0.0318962373,0.1085176095,0.1051947922,101,17267,18045
3300,0.0314126872,0.1084477082,0.1060366258,101,17267,18045
3310,0.0312219467,0.1083994433,0.1058335975,106,17267,18045
3320,0.0294699632,0.1082098112,0.1055798680,106,17267,18045
3330,0.0292901807,0.1079874411,0.1059020385,106,17267,18045
3340,0.0290682241,0.1077018902,0.1059275493,106,17267,18045
3350,0.0283411369,0.1081783473,0.1053168327,106,17267,18045
3360,0.0282871686,0.1079043373,0.1050708517,105,17267,18045
3370,0.0272746347,0.1085439548,0.1044153199,105,17267,18045
3380,0.0284220930,0.1072374657,0.1066344008,105,17267,18045
3390,0.0284907613,0.1074919850,0.1068052053,105,17267,18045
3400,0.0281872340,0.1071300209,0.1047611013,102,17267,18045
3410,0.0278904699,0.1069323868,0.1044778898,102,17267,18045
3420,0.0277360585,0.1079246700,0.1049246714,102,17267,18045
